id,original_index,artist,album,title,recording_condition,midi_filepath,mp3_filepath,youtube_url,duration_sec,performance_start_sec,performance_end_sec,song_split,album_split_0,album_split_1,album_split_2,acoust_id,mb_album_id,mb_artist_id,mb_track_id,mb_recording_id,agreement,discogs_idx
887,1649,George Shearing,The Shearing Piano,Sigh No More,studio,data/midi/studio/George Shearing/The Shearing Piano/Sigh No More.midi,data/audio/studio/George Shearing/The Shearing Piano/Sigh No More.mp3,https://www.youtube.com/watch?v=MElItDJxDhE,246.0,0,246,train,train,test,train,a6f88da5-274c-45d1-a9e2-2f2c5f3c45dd,29ae73cf-1a8a-420d-a03d-116f48fe853a,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,41bd66c0-7b7b-4855-8b5e-d13e74ef57ca,5ca4995b-5bc9-4a1d-80c9-43cf53b5e8a5,0.8425291985501409,16
888,1651,Dave McKenna,Dancing In The Dark,By Myself,studio,data/midi/studio/Dave McKenna/Dancing In The Dark/By Myself.midi,data/audio/studio/Dave McKenna/Dancing In The Dark/By Myself.mp3,https://www.youtube.com/watch?v=VhjzheTlp5E,235.464,0,235,train,val,val,train,3e5263e5-0fba-4fc0-9300-2b88c062c861,0b2f5406-0f30-4ecd-8c32-a00dcc8dca9d,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,f062df06-a9c4-450e-8f18-8b1c7b560e80,7809bc70-5399-4b14-8bae-4032e3f9cab3,0.8739935587761674,116
889,1653,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 5",Blue Moon,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Blue Moon.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Blue Moon.mp3",https://www.youtube.com/watch?v=47nph10Hmv0,299.784,0,299,train,train,train,train,8244ebab-40e6-4ec7-9eb3-8946f9a2806e,6c658e23-5d2c-43a2-b311-43309caf18f7,e073f6af-d696-4340-b847-e81fabc4d55b,347454db-257c-3315-b357-5cc2fbb1a719,8076c1c3-d539-4fc9-b511-3ca4957b8fdf,0.907283689098908,210
890,1656,Abdullah Ibrahim,Dream Time,Blue Bolero - Blue Bolero III,studio,data/midi/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero III.midi,data/audio/studio/Abdullah Ibrahim/Dream Time/Blue Bolero - Blue Bolero III.mp3,https://www.youtube.com/watch?v=-Nu3V8eA8Wc,79.704,0,79,train,train,train,train,6767e1ca-0681-44bc-a405-4f31eebfab90,cd84f0d5-7f35-44da-ac2f-2bc2331d324c,fd64e185-9973-44d5-ad09-5d5562804292,05d43dfd-700c-484f-b182-43dd00e229c5,00e8f2cb-f5b4-4620-aba2-5732bfa52081,0.9239766081871345,238
891,1657,George Shearing,The Shearing Piano,Reverie,studio,data/midi/studio/George Shearing/The Shearing Piano/Reverie.midi,data/audio/studio/George Shearing/The Shearing Piano/Reverie.mp3,https://www.youtube.com/watch?v=sd5OB2MJ9XE,293.496,0,293,train,train,test,train,f1709342-1d35-49c3-9c08-629e14794f39,29ae73cf-1a8a-420d-a03d-116f48fe853a,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,0b413fc5-fd8b-42d5-b14d-485515459a50,3b44e307-4fca-4af2-9419-c0d99c4e58ac,0.8726215644820297,16
892,1658,Alan Broadbent,To the Evening Star,Full Moon and Empty Arms,studio,data/midi/studio/Alan Broadbent/To the Evening Star/Full Moon and Empty Arms.midi,data/audio/studio/Alan Broadbent/To the Evening Star/Full Moon and Empty Arms.mp3,https://www.youtube.com/watch?v=XRJYVBjPGz0,228.432,0,228,train,train,test,train,,,,,,0.9474912485414236,19
893,1659,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 4",Without A Song,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Without A Song.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 4/Without A Song.mp3",https://www.youtube.com/watch?v=w3BWzDYYLxI,346.296,0,346,train,train,train,train,3afec492-9cb9-4606-b787-7b85361c42b2,d5fa77dd-666e-43b0-ac4c-c47b024fa47a,e073f6af-d696-4340-b847-e81fabc4d55b,2a49b8cb-744f-39e2-984f-ac967471e694,08982808-dc82-4c66-9aa7-9b51bc8965a2,0.919437551695616,241
894,1660,Joanne Brackeen,Mythical Magic,Foreign Ray,studio,data/midi/studio/Joanne Brackeen/Mythical Magic/Foreign Ray.midi,data/audio/studio/Joanne Brackeen/Mythical Magic/Foreign Ray.mp3,https://www.youtube.com/watch?v=zUnC8vAjqLU,226.368,0,226,train,test,train,train,,,,,,0.8871141145753341,227
895,1661,Dave McKenna,Dancing In The Dark,Alone Together,studio,data/midi/studio/Dave McKenna/Dancing In The Dark/Alone Together.midi,data/audio/studio/Dave McKenna/Dancing In The Dark/Alone Together.mp3,https://www.youtube.com/watch?v=y3eNeWQoWfA,287.112,0,287,train,val,test,train,9c7981a7-0cb6-4b6a-947e-c8dbb3086f60,0b2f5406-0f30-4ecd-8c32-a00dcc8dca9d,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,7d4a5f03-58ff-4bb7-9193-2aa10aed89d7,f5aa6d60-fe47-43ec-b7a5-96b6fbbd83b6,0.8579387186629526,116
896,1662,Horace Parlan,In Copenhagen,I'm Getting Sentimental Over You,studio,data/midi/studio/Horace Parlan/In Copenhagen/I'm Getting Sentimental Over You.midi,data/audio/studio/Horace Parlan/In Copenhagen/I'm Getting Sentimental Over You.mp3,https://www.youtube.com/watch?v=-FYM1ZbvwZ8,314.064,0,314,train,train,train,train,,,,,,0.9162178336325556,161
897,1663,Art Tatum,"The Art Tatum Solo Masterpieces, Volume 1",Body And Soul,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/Body And Soul.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/Body And Soul.mp3",https://www.youtube.com/watch?v=Q8GkXJ4zGlc,349.176,0,349,train,test,train,val,a3f1dfca-2c0f-4d02-93ae-9b38b6f96d51,da515317-8087-48fe-89c1-532be01837e6,e073f6af-d696-4340-b847-e81fabc4d55b,0f0f3da4-16cc-3cbd-ba10-687877b23906,f01921f1-29d7-45d2-89dd-61396793c813,0.9228233178480444,242
898,1668,Tete Montoliu,The Music I Like To Play - Vol. 3,In Walked Bud,studio,data/midi/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/In Walked Bud.midi,data/audio/studio/Tete Montoliu/The Music I Like To Play - Vol. 3/In Walked Bud.mp3,https://www.youtube.com/watch?v=eZxMFzqAxN0,211.944,0,212,train,train,train,train,,,,,,0.965363838576422,115
899,1669,Duke Jordan,"Solo Master Pieces, Vol. 2",Downstairs Jam,studio,"data/midi/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Downstairs Jam.midi","data/audio/studio/Duke Jordan/Solo Master Pieces, Vol. 2/Downstairs Jam.mp3",https://www.youtube.com/watch?v=nVRgKbHibJw,166.2,0,166,train,train,val,train,,,,,,0.9226869455006338,176
900,1676,Brad Mehldau,Suite -  April 2020,IX. waiting,studio,data/midi/studio/Brad Mehldau/Suite -  April 2020/IX. waiting.midi,data/audio/studio/Brad Mehldau/Suite -  April 2020/IX. waiting.mp3,https://www.youtube.com/watch?v=HlsTFCTNn4A,194.04,0,194,val,train,train,val,7b69d307-2557-4cb0-b919-10638581a37a,ee4449cf-4b23-424a-b0a1-a75468b8b18b,b7723b3f-9a35-438d-bc42-8ad8b5e027ae,b109b6e8-c773-4c3b-80b4-458bfd5559a6,54cd448e-7d5a-4072-972c-07ab601d6670,0.8806682577565633,120
901,1677,Alan Pasqua,Solo,Improvisation 3,studio,data/midi/studio/Alan Pasqua/Solo/Improvisation 3.midi,data/audio/studio/Alan Pasqua/Solo/Improvisation 3.mp3,https://www.youtube.com/watch?v=6138wp-D6fo,503.712,0,503,train,train,train,train,,,,,,0.8419135904651548,219
902,1678,George Shearing,Piano,Am I Blue,studio,data/midi/studio/George Shearing/Piano/Am I Blue.midi,data/audio/studio/George Shearing/Piano/Am I Blue.mp3,https://www.youtube.com/watch?v=uDm8Q3YUKn8,207.792,0,207,val,train,train,train,a7e0ee1a-3c12-4fa6-8636-d1c14cd7ce5a,b945ca22-e8da-4457-bf99-9ee56805a2e2,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,1cbaaba7-809d-3232-8368-f381ba8dd256,5bd3affa-15f6-443c-8cc2-559c3ed0e64e,0.4782772950510011,83
903,1679,Ray Bryant,Plays Blues and Ballads (Piano Solo),Black and Blue,studio,data/midi/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/Black and Blue.midi,data/audio/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/Black and Blue.mp3,https://www.youtube.com/watch?v=JmORC4cUKvs,370.032,0,370,train,train,val,train,,,,,,0.9274131274131276,70
904,1681,Tete Montoliu,The Music I Like To Play - Vol. 4,The Way You Look Tonight,studio,data/midi/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/The Way You Look Tonight.midi,data/audio/studio/Tete Montoliu/The Music I Like To Play - Vol. 4/The Way You Look Tonight.mp3,https://www.youtube.com/watch?v=v57KsOixalM,313.032,0,313,test,val,train,train,,,,,,0.9605597964376592,80
905,1682,Joanne Brackeen,Mythical Magic,Transition,studio,data/midi/studio/Joanne Brackeen/Mythical Magic/Transition.midi,data/audio/studio/Joanne Brackeen/Mythical Magic/Transition.mp3,https://www.youtube.com/watch?v=Iqaoow2dmi0,242.04,0,242,train,val,train,train,,,,,,0.860767522993974,227
906,1684,Art Tatum,"The Art Tatum Solo Masterpieces, Volume 1",Blue Lou,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/Blue Lou.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Volume 1/Blue Lou.mp3",https://www.youtube.com/watch?v=6POdeM-aA-E,163.56,0,163,train,test,train,test,,da515317-8087-48fe-89c1-532be01837e6,e073f6af-d696-4340-b847-e81fabc4d55b,b3b7658d-6785-3b88-9445-ee88a4496417,c48a22f2-a943-497c-90b7-c955659a278d,0.9179642110155706,242
907,1685,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 5",Stars Fell On Alabama,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Stars Fell On Alabama.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 5/Stars Fell On Alabama.mp3",https://www.youtube.com/watch?v=FKOAu0CNSGk,355.728,0,355,train,train,train,train,e26d0474-1bf8-472b-83f1-526126c45d39,6c658e23-5d2c-43a2-b311-43309caf18f7,e073f6af-d696-4340-b847-e81fabc4d55b,4785b16a-563d-3f80-b7cf-baccb0aafc89,2fecbb22-78e6-4a08-afb9-71afc46cc7b3,0.8878222222222222,210
908,1686,Art Tatum,"The Art Tatum Solo Masterpieces, Vol. 7",Where Or When,studio,"data/midi/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Where Or When.midi","data/audio/studio/Art Tatum/The Art Tatum Solo Masterpieces, Vol. 7/Where Or When.mp3",https://www.youtube.com/watch?v=KvP_D1wwIcU,314.712,0,314,train,train,test,train,,0bf8a7ae-c35a-4e44-9dcb-d758eef9cd4f,e073f6af-d696-4340-b847-e81fabc4d55b,adf7ee82-9ba9-3f82-929f-874e285a45cc,cea58874-b272-4192-9961-d30c9a4df855,0.922209026128266,56
909,1689,Fred Hersch,Songs From Home,Solitude,studio,data/midi/studio/Fred Hersch/Songs From Home/Solitude.midi,data/audio/studio/Fred Hersch/Songs From Home/Solitude.mp3,https://www.youtube.com/watch?v=PetpdLFbjoc,364.368,0,364,val,test,val,train,c7938a88-ea02-4e6a-9545-17815c902d0b,1e890175-3d67-4fc1-a8af-3120619d671d,f573100a-b05b-4286-83f0-5620adf73695,12ea1fe0-34fc-477c-8f6f-e21440d21ef2,a079c299-b125-47ea-b055-cad789025cc6,0.875045012603529,197
910,1690,Fred Hersch,Thelonious -  Fred Hersch Plays Monk,Ask Me Now,studio,data/midi/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Ask Me Now.midi,data/audio/studio/Fred Hersch/Thelonious -  Fred Hersch Plays Monk/Ask Me Now.mp3,https://www.youtube.com/watch?v=OvJgqIldIvo,327.432,0,327,train,train,train,train,e57a590b-6caa-4865-956a-e3a05d1134bd,dba40576-a6fe-4c89-99e7-d74a15c683b1,f573100a-b05b-4286-83f0-5620adf73695,b409c6a4-4273-3729-bd1c-13dfe2ea3ea5,a3894c62-fa5d-4265-9d67-1d0b503e678c,0.9716245712503898,159
911,1692,Abdullah Ibrahim,Solotude,In The Evening,studio,data/midi/studio/Abdullah Ibrahim/Solotude/In The Evening.midi,data/audio/studio/Abdullah Ibrahim/Solotude/In The Evening.mp3,https://www.youtube.com/watch?v=2SWg-FPxVu4,93.408,0,93,val,val,train,train,f51aece7-1c09-45d8-8db7-59727edeed23,a7f3e66d-6b62-4e27-b75c-5b45e92d39c6,fd64e185-9973-44d5-ad09-5d5562804292,bc7e6388-2f19-472e-ba8f-a6f7294937f1,6fabc7a4-3450-4263-b7cd-308b2993fb9d,0.9476744186046512,129
912,1693,Erroll Garner,Afternoon Of An Elf,Sleep,studio,data/midi/studio/Erroll Garner/Afternoon Of An Elf/Sleep.midi,data/audio/studio/Erroll Garner/Afternoon Of An Elf/Sleep.mp3,https://www.youtube.com/watch?v=dDT8shqhp6Y,347.472,0,347,test,train,train,train,66d110bc-8da4-4633-b389-45a64f0727c1,59a3fd48-96af-4486-b06a-eba0cec954c9,75bd5186-9d89-4da9-95de-fce055c28895,7d07d09a-ec30-376f-9420-cc30120c604e,beb8b971-9df5-4c7d-9db2-6160ebf1b0c6,0.7936647602287726,65
913,1697,Andy Laverne,In The Mood For A Classic,The fruit,studio,data/midi/studio/Andy Laverne/In The Mood For A Classic/The fruit.midi,data/audio/studio/Andy Laverne/In The Mood For A Classic/The fruit.mp3,https://www.youtube.com/watch?v=TPAsezGGpzw,174.072,0,174,train,val,train,train,de9f3041-2188-40e4-903f-2da0497646bb,8454bb32-6955-466c-9086-0befed62a7b8,e88ae791-cd20-4298-943a-66fd6d222698,2b4a475f-66f1-422b-b0b7-198021689815,66c424b8-5318-4121-aa0d-db0f387b8281,0.9478517546736636,246
914,1699,Dick Hyman,Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart,I Wish I Were In Love Again,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/I Wish I Were In Love Again.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart/I Wish I Were In Love Again.mp3,https://www.youtube.com/watch?v=iXeCwrb29RA,239.064,0,239,test,val,train,train,5750ec23-6c1c-4450-821b-b2ae322adf62,1ebff91a-54b7-4a2f-80e8-dc5d463a4464,dab1ad75-3ea3-4071-91c4-7a66475599d4,8bdabc11-2ccc-4bc2-a170-901306d91300,fe06dc8d-4619-4acc-932e-1de482d1c70a,0.937795918367347,206
915,1701,Roland Hanna,Duke Ellington Piano Solos,Single Petal of a Rose,studio,data/midi/studio/Roland Hanna/Duke Ellington Piano Solos/Single Petal of a Rose.midi,data/audio/studio/Roland Hanna/Duke Ellington Piano Solos/Single Petal of a Rose.mp3,https://www.youtube.com/watch?v=gfgEXLzeeSQ,281.304,0,281,train,train,train,train,889f2c9a-2905-4454-b14c-44454025049c,e51dd2e5-681b-4260-9941-64d85a061981,7af9292e-dde2-4684-a758-ce9064aedd38,a76fa4dd-87a9-45b6-8a8b-9cccb259f773,5b53a5e5-bcad-4693-9b4f-9ec11717b26c,0.9316326530612246,52
916,1702,Ellis Marsalis,Ruminations in New York,When First We Met,studio,data/midi/studio/Ellis Marsalis/Ruminations in New York/When First We Met.midi,data/audio/studio/Ellis Marsalis/Ruminations in New York/When First We Met.mp3,https://www.youtube.com/watch?v=huHXsp-Mk9Q,308.784,0,308,train,train,train,train,4d0cd360-6fa9-4e76-9d65-909e0ab50c42,d937b6ce-b95b-419a-bb6c-10ec2fce0bf0,c28999ee-ff26-4825-be24-b466e7b32821,6478c16a-138d-3e9b-8fd0-9773129b03be,06400199-5821-4fb6-8c11-7523404b675d,0.9543764785400474,204
917,1703,Jessica Williams,All Alone,Don't Explain,studio,data/midi/studio/Jessica Williams/All Alone/Don't Explain.midi,data/audio/studio/Jessica Williams/All Alone/Don't Explain.mp3,https://www.youtube.com/watch?v=8x3X_ZhBwAI,324.864,0,324,train,train,train,train,,,,,,0.929655870445344,82
918,1706,Duke Jordan,One For The Library,Yesterdays,studio,data/midi/studio/Duke Jordan/One For The Library/Yesterdays.midi,data/audio/studio/Duke Jordan/One For The Library/Yesterdays.mp3,https://www.youtube.com/watch?v=DqkYY8OWbtg,259.776,0,259,train,train,train,val,,,,,,0.8811782326510235,23
919,1708,Jessica Williams,All Alone,The Sheikh,studio,data/midi/studio/Jessica Williams/All Alone/The Sheikh.midi,data/audio/studio/Jessica Williams/All Alone/The Sheikh.mp3,https://www.youtube.com/watch?v=HK9R6oUJr6I,273.456,0,273,train,train,train,train,,,,,,0.9193930772878142,82
920,1710,Barry Harris,Solo,My Heart Stood Still,studio,data/midi/studio/Barry Harris/Solo/My Heart Stood Still.midi,data/audio/studio/Barry Harris/Solo/My Heart Stood Still.mp3,https://www.youtube.com/watch?v=KUoJ3I7wiYc,240.936,0,241,train,val,train,test,,,,,,0.9183864915572232,85
921,1713,Dick Hyman,Dick Hyman Plays Fats Waller,Handful of Keys,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Fats Waller/Handful of Keys.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Fats Waller/Handful of Keys.mp3,https://www.youtube.com/watch?v=AX0dGIWtmCU,156.408,0,156,train,train,train,train,4ed6137a-2e56-4d2a-80dd-daa621f544b6,ff90bf37-c8b8-4a3c-9c73-1c4a9cce25ad,dab1ad75-3ea3-4071-91c4-7a66475599d4,f363e9fd-39be-3d37-b595-16c0ea7f3879,33c3781c-8291-429d-9608-d78fb0162845,0.9122069523039612,172
922,1717,Jessica Williams,Solo Piano Compositions,Waltz For Red - for Red Mitchell,studio,data/midi/studio/Jessica Williams/Solo Piano Compositions/Waltz For Red - for Red Mitchell.midi,data/audio/studio/Jessica Williams/Solo Piano Compositions/Waltz For Red - for Red Mitchell.mp3,https://www.youtube.com/watch?v=P6JwLGJCB7U,383.952,0,384,train,train,train,train,,,,,,0.8408602150537634,208
923,1719,Dave McKenna,Dancing In The Dark,"Oh, But I Do",studio,"data/midi/studio/Dave McKenna/Dancing In The Dark/Oh, But I Do.midi","data/audio/studio/Dave McKenna/Dancing In The Dark/Oh, But I Do.mp3",https://www.youtube.com/watch?v=dgAOt680lJ0,228.768,0,228,train,val,test,train,3ecbb285-26a0-46d5-9048-3c07b9b8dacd,0b2f5406-0f30-4ecd-8c32-a00dcc8dca9d,a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae,d1fcd14e-5e65-49d5-b154-ffe32e150457,a662e0c8-c2ed-4aac-a94a-bf679ff02d88,0.8171227309672175,116
924,1720,Abdullah Ibrahim,The Song Is My Story,Unfettered Muken,studio,data/midi/studio/Abdullah Ibrahim/The Song Is My Story/Unfettered Muken.midi,data/audio/studio/Abdullah Ibrahim/The Song Is My Story/Unfettered Muken.mp3,https://www.youtube.com/watch?v=vqMZZaLPKmE,112.944,0,113,test,train,test,test,471dd73e-75d2-489c-82f8-5660f92d874f,8dd2d9b6-5354-468c-8b0b-dbd0ff5a1090,fd64e185-9973-44d5-ad09-5d5562804292,d92146d8-b899-4797-8d70-03b8e87d873a,49cdb8a7-0c4a-4803-8aef-d51f1bde3b2a,0.9134808853118712,109
925,1721,Dick Hyman,Broadway Songbook,Night And Day,studio,data/midi/studio/Dick Hyman/Broadway Songbook/Night And Day.midi,data/audio/studio/Dick Hyman/Broadway Songbook/Night And Day.mp3,https://www.youtube.com/watch?v=7Z3rOACpX8I,438.672,0,428,train,train,train,train,41666789-35d2-4d35-902d-1580c645ddd7,8b500692-051f-488f-a15c-4e47dcc8abe3,dab1ad75-3ea3-4071-91c4-7a66475599d4,6d45a0ac-6918-3830-9369-ff73a46a8599,fafef05d-1b2b-4e4a-84d5-2068f8c1d9ce,0.9209000687825488,8
926,1722,Dick Hyman,Blues in the Night -  Dick Hyman Plays Harold Arlen,A Woman's Prerogative,studio,data/midi/studio/Dick Hyman/Blues in the Night -  Dick Hyman Plays Harold Arlen/A Woman's Prerogative.midi,data/audio/studio/Dick Hyman/Blues in the Night -  Dick Hyman Plays Harold Arlen/A Woman's Prerogative.mp3,https://www.youtube.com/watch?v=RKCtlCXpHyQ,288.096,0,288,train,train,train,train,,,,,,0.9346804511278196,185
927,1723,George Shearing,Grand Piano,Mack The Knife,studio,data/midi/studio/George Shearing/Grand Piano/Mack The Knife.midi,data/audio/studio/George Shearing/Grand Piano/Mack The Knife.mp3,https://www.youtube.com/watch?v=_GXvwG1o74E,280.464,0,280,train,test,train,test,6622f87f-25b9-434e-8e32-98a7baa76408,7f388023-ee38-449f-a9e7-541c395071f5,ef83af4c-4da9-47d1-b9bd-df9db18b28e9,73550efd-80b3-3d3f-956a-dbe4e0a1ffeb,9fc890a2-a5d5-4883-b69e-66184b50fb7a,0.9283599763173476,200
928,1724,Bill Cunliffe,"Cunliffe, Bill -  Satisfaction",Back At The Chicken Shack,studio,"data/midi/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/Back At The Chicken Shack.midi","data/audio/studio/Bill Cunliffe/Cunliffe, Bill -  Satisfaction/Back At The Chicken Shack.mp3",https://www.youtube.com/watch?v=E5Twob_siZc,257.16,0,257,test,train,train,test,c7a7ca11-d736-4e7e-9af9-ec8483a64991,7bf51e28-7d87-478a-8c2f-d2f1fd4d5398,192496f2-4ed5-4a52-9a94-5d2021ad9f22,54e1e773-beca-3864-b5ee-9bc7c6bb4700,e4c2a8e8-4c58-428c-b918-2cd55152020e,0.8988312636961286,138
929,1725,Barry Harris,Solo,Monk's Mood,studio,data/midi/studio/Barry Harris/Solo/Monk's Mood.midi,data/audio/studio/Barry Harris/Solo/Monk's Mood.mp3,https://www.youtube.com/watch?v=wp0gbF6coS8,388.416,0,388,train,val,train,val,,,,,,0.9230769230769232,85
930,1728,Roland Hanna,Solo Piano,Autumn Leaves,studio,data/midi/studio/Roland Hanna/Solo Piano/Autumn Leaves.midi,data/audio/studio/Roland Hanna/Solo Piano/Autumn Leaves.mp3,https://www.youtube.com/watch?v=y1iZTJN63a0,421.776,0,421,train,train,train,train,,,,,,0.8612637362637363,191
931,1731,Denny Zeitlin,Homecoming,Mayfly,studio,data/midi/studio/Denny Zeitlin/Homecoming/Mayfly.midi,data/audio/studio/Denny Zeitlin/Homecoming/Mayfly.mp3,https://www.youtube.com/watch?v=gRc0aXsx5ro,226.2,0,226,train,test,train,train,,,,,,0.9472856018882768,28
932,1732,Alan Broadbent,To the Evening Star,Brother Ralf,studio,data/midi/studio/Alan Broadbent/To the Evening Star/Brother Ralf.midi,data/audio/studio/Alan Broadbent/To the Evening Star/Brother Ralf.mp3,https://www.youtube.com/watch?v=dIJMOHLIfAo,296.904,0,297,train,train,val,train,,,,,,0.9050429184549356,19
933,1733,Oscar Peterson,1951,I'm Forever Blowing Bubbles,studio,data/midi/studio/Oscar Peterson/1951/I'm Forever Blowing Bubbles.midi,data/audio/studio/Oscar Peterson/1951/I'm Forever Blowing Bubbles.mp3,https://www.youtube.com/watch?v=3hzNdS4Hqao,140.4,0,140,train,train,train,val,d71c5ff7-4d11-453c-a977-64451b7ac024,716d857a-d921-4c5b-b12f-db98f1f04839,ed801bdd-f057-41c0-94fb-76cb5676cd59,ae08b72c-8ef5-3505-9404-fcf529814c99,b9311427-3b36-4a80-ba94-5ef889ee8bbc,0.8009761388286335,190
934,1734,Hank Jones,Handful Of Keys,Sunday - Instrumental,studio,data/midi/studio/Hank Jones/Handful Of Keys/Sunday - Instrumental.midi,data/audio/studio/Hank Jones/Handful Of Keys/Sunday - Instrumental.mp3,https://www.youtube.com/watch?v=hO_b63WHfps,176.112,0,176,train,train,train,train,daad702e-ee5a-459f-9bd7-80aeaa54d533,3836130b-cdca-4ea2-93b7-b95ba5ec6896,80d610fe-7771-4226-aa9b-950944791698,79b37646-b277-33d6-9ce0-7308011bf02d,7522b053-69c7-46d2-bcdc-b87c9b7cce36,0.8918848846253565,128
935,1736,Brad Mehldau,Suite -  April 2020,II. stepping outside,studio,data/midi/studio/Brad Mehldau/Suite -  April 2020/II. stepping outside.midi,data/audio/studio/Brad Mehldau/Suite -  April 2020/II. stepping outside.mp3,https://www.youtube.com/watch?v=y_sQCOFkbkQ,138.024,0,138,val,train,train,val,dc54be44-225a-4ba0-80ab-1f0c5c796a6e,ee4449cf-4b23-424a-b0a1-a75468b8b18b,b7723b3f-9a35-438d-bc42-8ad8b5e027ae,beef2ad4-e923-4e1a-a348-e6bee8d4d586,5f6ab760-e1e5-4250-9b19-fd0f7596c539,0.968798751950078,120
936,1738,Dick Hyman,Dick Hyman Plays Duke Ellington,Jubilee Stomp,studio,data/midi/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/Jubilee Stomp.midi,data/audio/studio/Dick Hyman/Dick Hyman Plays Duke Ellington/Jubilee Stomp.mp3,https://www.youtube.com/watch?v=qA4IWou0wJk,146.904,0,146,train,train,train,train,3c4ce224-da1c-4f5c-b802-69cb8bef5daa,73223907-8faf-4ad2-b7a7-a80932b9b57d,dab1ad75-3ea3-4071-91c4-7a66475599d4,ca543c6d-1112-3163-8de1-e7d61bba0105,5a4395b0-f29c-4a65-8840-5798cf53f3de,0.906832298136646,112
937,1740,John Hicks,Hicks Time,Steadfast,studio,data/midi/studio/John Hicks/Hicks Time/Steadfast.midi,data/audio/studio/John Hicks/Hicks Time/Steadfast.mp3,https://www.youtube.com/watch?v=0iX4zaCsrd0,408.6,0,408,train,train,val,train,,,,,,0.8767530811729707,253
938,1741,Dick Hyman,September Song - Dick Hyman Plays the Music of Kurt Weill,Sing Me Not a Ballad,studio,data/midi/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Sing Me Not a Ballad.midi,data/audio/studio/Dick Hyman/September Song - Dick Hyman Plays the Music of Kurt Weill/Sing Me Not a Ballad.mp3,https://www.youtube.com/watch?v=W6OqjfncF8Y,160.56,0,160,train,train,train,train,,,,,,0.8900785153461813,60
939,1743,Ray Bryant,Plays Blues and Ballads (Piano Solo),If I Can Just Make It into Heaven,studio,data/midi/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/If I Can Just Make It into Heaven.midi,data/audio/studio/Ray Bryant/Plays Blues and Ballads (Piano Solo)/If I Can Just Make It into Heaven.mp3,https://www.youtube.com/watch?v=Bq8-FGXuCfs,276.024,0,276,train,train,test,train,fc08c29d-820b-4f10-9478-da5e4c91633d,7f03df0a-de0e-4403-8c7c-f82c584e8172,7feee525-a8ff-4a59-85f6-2b5190ea3e38,8571268a-4091-356d-8e94-941fa62dfa2d,6a133315-ee2d-44ce-9307-e17a82e43988,0.9251063829787236,70
940,1744,Abdullah Ibrahim,Solotude,Once Upon A Midnight,studio,data/midi/studio/Abdullah Ibrahim/Solotude/Once Upon A Midnight.midi,data/audio/studio/Abdullah Ibrahim/Solotude/Once Upon A Midnight.mp3,https://www.youtube.com/watch?v=tKmyTLze4ik,387.744,0,387,train,val,train,train,f2d564ba-4dcb-4f4c-9145-09ded0fb662e,a7f3e66d-6b62-4e27-b75c-5b45e92d39c6,fd64e185-9973-44d5-ad09-5d5562804292,4d26f7b6-9a80-4094-9452-3e55486781b3,e2880a90-3994-4fd7-893b-673ba0058bbc,0.9432146294513956,129
