idx,key,uid,title,year,url,tracklist
71,"('Keith Jarrett', 'Paris  London (Testament)')",2305010,Paris / London Testament,2009,https://www.discogs.com/release/2305010-Keith-Jarrett-Paris-London-Testament,"[<Track '1-1' 'Paris November 26 2008, Part I'>, <Track '1-2' 'Paris November 26 2008, Part II'>, <Track '1-3' 'Paris November 26 2008, Part III'>, <Track '1-4' 'Paris November 26 2008, Part IV'>, <Track '1-5' 'Paris November 26 2008, Part V'>, <Track '1-6' 'Paris November 26 2008, Part VI'>, <Track '1-7' 'Paris November 26 2008, Part VII'>, <Track '1-8' 'Paris November 26 2008, Part VIII'>, <Track '2-1' 'London December 1 2008, Part I'>, <Track '2-2' 'London December 1 2008, Part II'>, <Track '2-3' 'London December 1 2008, Part III'>, <Track '2-4' 'London December 1 2008, Part IV'>, <Track '2-5' 'London December 1 2008, Part V'>, <Track '2-6' 'London December 1 2008, Part VI'>, <Track '3-1' 'London December 1 2008, Part VII'>, <Track '3-2' 'London December 1 2008, Part VIII'>, <Track '3-3' 'London December 1 2008, Part IX'>, <Track '3-4' 'London December 1 2008, Part X'>, <Track '3-5' 'London December 1 2008, Part XI'>, <Track '3-6' 'London December 1 2008, Part XII'>]"
72,"('Don Grusin', 'Old Friends & Relatives')",2503084,Old Friends And Relatives,1996,https://www.discogs.com/master/2503084-Don-Grusin-Old-Friends-And-Relatives,"[<Track '1' 'At Last'>, <Track '2' 'A Walk With Leonard'>, <Track '3' 'Fire And Rain'>, <Track '4' 'Flora'>, <Track '5' 'Foreign Service'>, <Track '6' 'Estate'>, <Track '7' 'Circles'>, <Track '8' 'Theme From High Noon'>, <Track '9' 'New Age Cowboy'>, <Track '10' 'Serious Romance'>, <Track '11' 'Sadie'>, <Track '12' ""Well, It's About You"">]"
73,"('John Colianni', 'The Maybeck Recital Series, Vol. 37')",9631886,At Maybeck,1995,https://www.discogs.com/release/9631886-John-Colianni-At-Maybeck,"[<Track '1' 'Blue And Sentimental'>, <Track '2' 'Stardust'>, <Track '3' ""What's Your Story Morning Glory?"">, <Track '4' 'It Never Entered My Mind'>, <Track '5' 'Londonderry Air'>, <Track '6' ""Don't Stop The Carnival"">, <Track '7' 'When Your Lover Has Gone'>, <Track '8' 'Ja-Da'>, <Track '9' 'Basin Street Blues'>, <Track '10' 'I Never Knew'>, <Track '11' ""Baby, Won't You Please Come Home"">, <Track '12' 'Tea For Two'>, <Track '13' 'Goodbye'>, <Track '14' 'Heart Shaped Box'>]"
74,"('Gerald Clayton', 'Bond -  The Paris Sessions')",11070282,Bond: The Paris Sessions ,2010,https://www.discogs.com/release/11070282-Gerald-Clayton-Bond-The-Paris-Sessions-,"[<Track '1' 'If I Were A Bell'>, <Track '2' 'Bond: The Cast'>, <Track '3' 'Bootleg Bruise'>, <Track '4' 'Major Hope'>, <Track '5' 'Bond: Fresh Squeeze'>, <Track '6' 'Snake Bite'>, <Track '7' 'Sun Glimpse'>, <Track '8' 'Which Persons?'>, <Track '9' '3D'>, <Track '10' 'Nobody Else But Me'>, <Track '11' 'All The Things You Are'>, <Track '12' 'Bond: The Release'>, <Track '13' 'Shout And Cry'>, <Track '14' 'Round Come Round'>, <Track '15' 'Hank'>]"
75,"('Geri Allen', 'Flying Toward the Sound (A Solo Piano Excursion Inspired by Cecil Taylor. Mccoy Tyner and Herbie Hancock)')",4845364,Flying Toward The Sound,2010,https://www.discogs.com/release/4845364-Geri-Allen-Flying-Toward-The-Sound,"[<Track 'A1' 'Flying Toward The Sound'>, <Track 'A2' 'Red Velvet In Winter'>, <Track 'A3' 'Dancing Mystic Poets At Midnight'>, <Track 'B' ""God's Ancient Sky"">, <Track 'C1' 'Dancing Mystic Poets At Twylight'>, <Track 'C2' 'Faith Carriers Of Life'>, <Track 'C3' 'Dancing Mystic Poets At Dawn'>, <Track 'D1' 'Flying Toward The Sound (Reprise)'>, <Track 'D2' 'Your Pure Self (Mother To Son)'>]"
76,"('Dick Hyman', ""Hyman, Dick -  Live from Toronto's Cafe des Copains"")",2372635,Live From Toronto's Cafe Des Copains,1990,https://www.discogs.com/master/2372635-Dick-Hyman-Live-From-Torontos-Cafe-Des-Copains,"[<Track '1' 'What Is This Thing Called Love?'>, <Track '2' ""They Can't Take That Away From Me "">, <Track '3' 'There Will Never Be Another You'>, <Track '4' 'Lush Life'>, <Track '5' 'Snowy Morning Blues'>, <Track '6' 'Just You, Just Me'>, <Track '7' 'Carousel Memories'>, <Track '8' 'Blue Skies'>, <Track '9' 'Frog-i-more Rag'>, <Track '10' 'St. Louis Blues'>, <Track '11' 'Shadowland'>, <Track '12' 'At The Jazz Band Ball'>, <Track '13' ""Everything I've Got"">, <Track '14' ""I'm Just Wild About Harry"">]"
77,"('Vijay Iyer', 'Solo')",3015663,Solo,2010,https://www.discogs.com/release/3015663-Vijay-Iyer-Solo,"[<Track '1' 'Human Nature'>, <Track '2' 'Epistrophy'>, <Track '3' 'Darn That Dream'>, <Track '4' 'Black & Tan Fantasy'>, <Track '5' 'Prelude: Heartpiece'>, <Track '6' 'Autoscopy'>, <Track '7' 'Patterns'>, <Track '8' 'Desiring'>, <Track '9' 'Games'>, <Track '10' 'Fleurette Africaine'>, <Track '11' 'One For Blount'>]"
78,"('Geri Allen', 'Home Grown')",252321,Home Grown,1985,https://www.discogs.com/master/252321-Geri-Allen-Home-Grown,"[<Track 'A1' ""Mamma's Babies"">, <Track 'A2' 'Bemsha Swing'>, <Track 'A3' 'No More Mr. Nice Guy'>, <Track 'A4' 'Black Man ... M.O.P.E.'>, <Track 'B1' ""'Round Midnight"">, <Track 'B2' 'Blue'>, <Track 'B3' 'Alone Together In The Same Room'>, <Track 'B4' 'Home Grown'>]"
79,"('Simon Mulligan', 'American Songbook, Vol. 2')",,,,,
80,"('Tete Montoliu', 'The Music I Like To Play - Vol. 4')",11898441,The Music I Like To Play - Vol. 2,1989,https://www.discogs.com/release/11898441-Tete-Montoliu-The-Music-I-Like-To-Play-Vol-2,"[<Track 'A1' 'Oleo'>, <Track 'A2' ""Don't Blame Me"">, <Track 'A3' 'All Of You'>, <Track 'A4' 'Cherokee'>, <Track 'B1' ""Parker's Mood"">, <Track 'B2' 'Softly As In A Morning Sunrise'>, <Track 'B3' 'You Go To My Head'>, <Track 'B4' 'Blues for Nuria'>, <Track 'B5' 'A Child Is Born'>]"
81,"('Abdullah Ibrahim', 'Senzo')",1089906,Senzo,2008,https://www.discogs.com/master/1089906-Abdullah-Ibrahim-Senzo,"[<Track '1' 'Ocean & The River'>, <Track '2' 'In The Evening'>, <Track '3' 'Blues For Bea'>, <Track '4' ""Prelude 'For Coltrane'"">, <Track '5' 'Aspen'>, <Track '6' 'Blues For A Hip King'>, <Track '7' 'Third Line Samba'>, <Track '8' 'Tookah'>, <Track '9' 'Pula'>, <Track '10' 'For Coltrane'>, <Track '11' 'Dust'>, <Track '12' 'Corridors Radiant'>, <Track '13' 'Jabulani'>, <Track '14' 'Dust (Reprise)'>, <Track '15' 'Nisa'>, <Track '16' ""'Senzo' - Contours And Time"">, <Track '17' 'Meditation/Mummy'>, <Track '18' 'Banyana, Children Of Africa'>, <Track '19' 'Mamma'>, <Track '20' 'Blue Bolero'>, <Track '21' 'In A Sentimental Mood'>, <Track '22' 'Ocean & The River'>]"
82,"('Jessica Williams', 'All Alone')",13568601,All Alone,2003,https://www.discogs.com/release/13568601-Jessica-Williams-All-Alone,"[<Track '1' 'As Time Goes By'>, <Track '2' 'In A Sentimental Mood'>, <Track '3' 'Warm Valley'>, <Track '4' 'All Alone'>, <Track '5' ""They Say It's Wonderful"">, <Track '6' ""Don't Explain"">, <Track '7' 'Toshiko'>, <Track '8' 'The Sheikh'>, <Track '9' ""Bill's Beauty"">, <Track '10' 'The Quilt'>, <Track '11' 'Orange Was The Color Of Her Dress Then Blue Silk'>, <Track '12' 'Too Young To Go Steady'>]"
83,"('George Shearing', 'Piano')",1296858,Piano,1990,https://www.discogs.com/master/1296858-George-Shearing-Piano,"[<Track '1' 'It Had To Be You'>, <Track '2' 'Daisy '>, <Track '3' 'Thinking Of You'>, <Track '4' 'Sweet And Lovely'>, <Track '5' ""It's You Or No One"">, <Track '6' 'Wendy'>, <Track '7' 'Am I Blue?'>, <Track '8' 'Miss Invisible'>, <Track '9' ""You're My Everything"">, <Track '10' ""John O'Groats"">, <Track '11' 'Waltz For Claudia'>, <Track '12' 'For You'>, <Track '13' ""Children's Waltz "">, <Track '14' 'Happiness Is A Thing Called Joe'>]"
84,"('Kenny Barron', 'Flight Path')",20756983,Flight Path,2015,https://www.discogs.com/release/20756983-Kenny-Barron-Flight-Path,"[<Track '1' 'Fungii Mama'>, <Track '2' 'Slow Grind'>, <Track '3' 'Flight Path'>, <Track '4' 'Dreams'>, <Track '5' 'Podra Bonita'>, <Track '6' 'My Old Flame'>, <Track '7' 'Pent-Up House'>, <Track '8' 'So What'>, <Track '9' 'Embraceable You'>]"
85,"('Barry Harris', 'Solo')",14453707,Solo,1990,https://www.discogs.com/release/14453707-Barry-Harris-Solo,"[<Track '1' 'Hallucinations'>, <Track '2' 'I Know That You Know'>, <Track '3' 'That Secret Place'>, <Track '4' 'My Heart Stood Still'>, <Track '5' 'I Should Care'>, <Track '6' 'So Far, So Good'>, <Track '7' ""Monk's Mood"">, <Track '8' 'Ruby My Dear'>, <Track '9' 'Blue Monk'>, <Track '10' 'How High The Moon'>, <Track '11' 'Tribute To The Duke'>, <Track '12' 'Just As Though You Were Here'>, <Track '13' ""Don't Blame Me"">, <Track '14' ""I'm Old Fashioned"">, <Track '15' 'Cherokee'>]"
86,"('Justin Kauflin', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
87,"('Keith Jarrett', 'The Melody At Night, With You')",347489,"The Melody At Night, With You",1999,https://www.discogs.com/master/347489-Keith-Jarrett-The-Melody-At-Night-With-You,"[<Track '1' 'I Loves You Porgy'>, <Track '2' ""I Got It Bad And That Ain't Good"">, <Track '3' ""Don't Ever Leave Me"">, <Track '4' 'Someone To Watch Over Me'>, <Track '5' 'My Wild Irish Rose'>, <Track '' 'Blame It On My Youth / Meditation'>, <Track '7' 'Something To Remember You By'>, <Track '8' 'Be My Love'>, <Track '9' 'Shenandoah'>, <Track '10' ""I'm Through With Love"">]"
88,"('Earl Hines', 'Earl Hines Plays George Gershwin')",537321,Earl Hines Plays George Gershwin,1975,https://www.discogs.com/master/537321-Earl-Hines-Earl-Hines-Plays-George-Gershwin,"[<Track 'A1a' 'Rhapsody In Blue'>, <Track 'A1b' 'A Foggy Day'>, <Track 'A2' 'Love Is Here To Stay'>, <Track 'A3' 'They All Laughed'>, <Track 'B1' 'Somebody Loves Me'>, <Track 'B2' 'Embraceable You'>, <Track 'C1' ""Let's Call The Whole Thing Off"">, <Track 'C2' ""They Can't Take That Away From Me"">, <Track 'D1' 'Love Walked In'>, <Track 'D2a' 'Summertime (From ""Porgy And Bess"")'>, <Track 'D2b' 'Rhapsody In Blue'>]"
89,"('Dick Hyman', 'Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hammerstein')",1950712,Dick Hyman Plays Variations On Richard Rodgers,2006,https://www.discogs.com/release/1950712-Dick-Hyman-Dick-Hyman-Plays-Variations-On-Richard-Rodgers,"[<Track '1' 'Some Enchanted Evening'>, <Track '2' ""Bali Ha'i"">, <Track '3' 'This Nearly Was Mine'>, <Track '4' 'Happy Talk'>, <Track '5' 'Dites-Moi'>, <Track '6' 'A Wonderful Guy'>, <Track '7' 'Getting To Know You'>, <Track '8' 'March Of The Siamese Children'>, <Track '9' 'Oh, What A Beautiful Morning'>, <Track '10' 'Many A New Day'>, <Track '11' 'The Surrey With The Fringe On Top'>, <Track '12' ""People Will Say We're In Love"">, <Track '13' 'It Might As Well Be Spring'>, <Track '14' 'My Favorite Things'>, <Track '15' 'The Gentleman Is A Dope'>, <Track '16' 'If I Loved You'>, <Track '17' 'Soliloquy'>]"
90,"('Oscar Peterson', 'Exclusively for My Friends -  My Favorite Instrument, Vol. IV')",249810,My Favorite Instrument,1968,https://www.discogs.com/master/249810-Oscar-Peterson-My-Favorite-Instrument,"[<Track 'A1' 'Someone To Watch Over Me'>, <Track 'A2' 'Perdido'>, <Track 'A3' 'Body And Soul'>, <Track 'A4' 'Who Can I Turn To'>, <Track 'B1' 'Bye Bye Blackbird'>, <Track 'B2' 'I Should Care'>, <Track 'B3' ""Lulu's Back In Town"">, <Track 'B4' 'Little Girl Blue'>, <Track 'B5' 'Take The ""A"" Train'>]"
91,"('Lance Anderson', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
92,"('John Campbell', 'The Maybeck Recital Series, Vol. 29')",10777248,At Maybeck,1993,https://www.discogs.com/release/10777248-John-Campbell-At-Maybeck,"[<Track '1' 'Just Friends'>, <Track '2' 'Invitation'>, <Track '3' 'Emily'>, <Track '4' 'Darn That Dream'>, <Track '5' 'You And The Night And The Music'>, <Track '6' 'Easy To Love'>, <Track '7' 'I Wish I Knew'>, <Track '8' 'The Touch Of Your Lips'>]"
93,"('Jed Distler', 'Quiet Now')",27347460,Quiet Now - Steinway Ballads ,2021,https://www.discogs.com/release/27347460-Jed-Distler-Quiet-Now-Steinway-Ballads-,"[<Track '1' 'The Star-Crossed Lovers'>, <Track '2' 'If I Had You'>, <Track '3' 'Time After Time '>, <Track '4' 'Here Is Something For You'>, <Track '5' "" I Got It Bad (And That Ain't Good)"">, <Track '6' 'Quiet Now '>, <Track '7' 'For Nenette'>, <Track '8' 'Single Petal Of A Rose'>, <Track '9' 'Fall '>, <Track '10' 'My Funny Valentine '>, <Track '11' 'Warm Valley '>, <Track '12' 'Your Story '>, <Track '13' 'The Very Thought Of You'>, <Track '14' 'Time Remembered'>, <Track '15' 'No One Ever Tells You'>, <Track '16' 'Naima'>]"
94,"('Thelonious Monk', 'Thelonious Alone In San Francisco')",175046,Thelonious Alone In San Francisco,1960,https://www.discogs.com/master/175046-Thelonious-Monk-Thelonious-Alone-In-San-Francisco,"[<Track 'A1' 'Blue Monk'>, <Track 'A2' 'Ruby, My Dear'>, <Track 'A3' 'Round Lights'>, <Track 'A4' 'Everything Happens To Me'>, <Track 'A5' 'You Took The Words Right Out Of My Heart'>, <Track 'B1' 'Bluehawk'>, <Track 'B2' 'Pannonica'>, <Track 'B3' 'Remember'>, <Track 'B4' ""There's Danger In Your Eyes, Cherie"">, <Track 'B5' 'Reflections'>]"
95,"('Kirk Lightsey', 'Lightsey 1')",1477606,Lightsey 1,1983,https://www.discogs.com/master/1477606-Kirk-Lightsey-Lightsey-1,"[<Track 'A1' 'Fee-Fi-Fo-Fum'>, <Track 'A2' 'Habiba'>, <Track 'A3' 'Trinkle Tinkle '>, <Track 'A4' 'Moon Ra'>, <Track 'B1' 'Fresh Air'>, <Track 'B2' 'Wild Flower'>, <Track 'B3' 'Never Let Me Go'>]"
96,"('Jessica Williams', 'The Maybeck Recital Series, Vol. 21')",10212786,At Maybeck,1992,https://www.discogs.com/release/10212786-Jessica-Williams-At-Maybeck,"[<Track '1' 'Introductory Announcement'>, <Track '2' 'Why Do I Love You'>, <Track '3' 'The Nearness Of You'>, <Track '4' 'Kristen'>, <Track '5' ""I'm Confessin' That I Love You"">, <Track '6' ""I'm Getting Sentimental Over You"">, <Track '7' 'Summer Song'>, <Track '8' ""It's Easy To Remember"">, <Track '9' 'Nice Work If You Can Get It'>, <Track '10' 'Blue Tuesday'>, <Track '11' 'I Remember Bill'>]"
97,"('Dave McKenna', 'Dave McKenna -  Solo')",1457772,Solo Piano,1973,https://www.discogs.com/master/1457772-Dave-McKenna-Solo-Piano,"[<Track 'A1' 'C Jam Blues'>, <Track 'A2' 'I Wonder Why'>, <Track 'A3' 'Norwegian Wood'>, <Track 'A4' 'There Will Never Be Another You'>, <Track 'A5' ""You're Lucky To Me"">, <Track 'A6' 'Sweet Georgia Brown'>, <Track 'B1' 'Scrapple From The Apple'>, <Track 'B2' 'Lucky To Be Me'>, <Track 'B3' 'Emaline'>, <Track 'B4' 'Ma Cherie Amour'>, <Track 'B5' 'Yesterday(s)'>, <Track 'B6' 'Blues Chiaroscuro'>]"
98,"('Gerald Clayton', 'Two-Shade')",1260814,Two-shade,2009,https://www.discogs.com/master/1260814-Gerald-Clayton-Two-shade,"[<Track '1' 'Boogablues'>, <Track '2' 'Trapped In Dream'>, <Track '3' 'Two Heads One Pillow'>, <Track '4' 'Peace For The Moment'>, <Track '5' 'All Of You'>, <Track '6' 'Love All Around'>, <Track '7' 'Casiotone Pothole'>, <Track '8' 'One Two You'>, <Track '9' 'Sunny Day Go'>, <Track '10' 'Scrimmage'>, <Track '11' 'You´re Out'>, <Track '12' 'Con Alma'>]"
99,"('Kenny Barron', 'Golden Lotus')",986695,Golden Lotus,1982,https://www.discogs.com/master/986695-Kenny-Barron-Golden-Lotus,"[<Track 'A1' 'Golden Lotus'>, <Track 'A2' 'Dewdrop'>, <Track 'A3' 'Cinco'>, <Track 'B1' 'Darn That Dream (Solo Piano)'>, <Track 'B2' 'Row House'>]"
100,"('Tete Montoliu', 'The Music I Like To Play - Vol.1')",5205482,The Music I Like To Play - Vol. 1,1987,https://www.discogs.com/release/5205482-Tete-Montoliu-The-Music-I-Like-To-Play-Vol-1,"[<Track 'A1' ""Don't Smoke Anymore"">, <Track 'A2' 'It Never Entered My Mind'>, <Track 'A3' 'Alone Together\t'>, <Track 'A4' 'Old Folks'>, <Track 'B1' ""Little B's Poem\t"">, <Track 'B2' ""I'll Remember April"">, <Track 'B3' 'A Time For Love'>, <Track 'B4' 'Whisper Not'>]"
101,"('Dave McKenna', 'This Is New -  Teddi King Sings Ira Gershwin')",14852203,Teddi King Sings Ira Gershwin ...This Is New,2013,https://www.discogs.com/release/14852203-Teddi-King-Dave-McKenna-Teddi-King-Sings-Ira-Gershwin-This-Is-New,"[<Track '1' ""Isn't It A Pity?"">, <Track '2' 'Fun To Be Fooled'>, <Track '3' 'This Is New'>, <Track '4' 'How Long Has This Been Going On?'>, <Track '5' 'But Not For Me'>, <Track '6' 'My Ship'>, <Track '7' ""I Can't Be Bothered Now"">, <Track '8' 'Long Ago And Far Away (Piano Solo)'>, <Track '9' 'Soon (Piano Solo)'>, <Track '10' 'For You, For Me, For Evermore (Piano Solo)'>, <Track '11' 'One Life To Live (Piano Solo)'>, <Track '12' ""I Can't Get Started (Piano Solo)"">, <Track '13' ""Here's What I'm Here For"">]"
102,"('Andy Laverne', 'The Maybeck Recital Series, Vol. 28')",4271848,At Maybeck,1993,https://www.discogs.com/release/4271848-Andy-LaVerne-At-Maybeck,"[<Track '1' 'Yesterdays '>, <Track '2' 'I Loves You Porgy '>, <Track '3' 'Sweet And Lovely '>, <Track '4' 'Star Eyes '>, <Track '5' 'My Melancholy Baby'>, <Track '6' 'When You Wish Upon A Star '>, <Track '7' 'Beautiful Love'>, <Track '8' 'Turn Out The Stars '>, <Track '9' 'Moonlight In Vermont '>, <Track '10' 'Impression For Piano '>, <Track '11' 'Stan Getz In Chappaqua '>]"
103,"('Eric Reed', 'Mercy and Grace')",7195921,Mercy And Grace,2003,https://www.discogs.com/release/7195921-Eric-Reed-Mercy-And-Grace,"[<Track '1' 'Jesus Loves Me'>, <Track '2' 'Down By The Riverside'>, <Track '3' 'I Love You Lord'>, <Track '4' 'I Know It Was The Blood'>, <Track '5' 'Near The Cross / Revive Us Again / There Is Power In The Blood'>, <Track '6' 'Come You Almighty King'>, <Track '7' 'Gotta Travel On'>, <Track '8' 'Mercy And Grace'>, <Track '9' 'Pass Me Not, O Gentle Savior'>, <Track '10' 'Come Sunday'>, <Track '11' 'Wade In The Water'>, <Track '12' 'Just As I Am / Have Thine Own Way / Trust And Obey / Neat The Cross / What A Friend We Have In Jesus'>, <Track '13' 'Amen'>]"
104,"('Chris Anderson', 'From the Heart')",10613208,From The Heart,2002,https://www.discogs.com/release/10613208-Chris-Anderson-From-The-Heart,"[<Track '1' ""Here's That Rainy Day"">, <Track '2' 'Just Friends'>, <Track '3' 'Spring Will Be A Little Late This Year'>, <Track '4' 'In Love In Vain'>, <Track '5' ""There's A Lull In My Life"">, <Track '6' 'I Wished On The Moon'>, <Track '7' 'Come Sunday'>]"
105,"('Mulgrew Miller', 'Mulgrew Miller Solo')",8998715,Solo,2010,https://www.discogs.com/release/8998715-Mulgrew-Miller-Solo,"[<Track '1' 'Jordu'>, <Track '2' 'Con Alma'>, <Track '3' 'Carousel'>, <Track '4' 'My Old Flame'>, <Track '5' 'Dreamsville'>, <Track '6' 'Yardbird Suite'>, <Track '7' 'Body & Soul'>, <Track '8' 'Giant Steps'>]"
106,"('Ralph Sutton', 'The Maybeck Recital Series, Vol. 30')",17731600,At Maybeck,1993,https://www.discogs.com/release/17731600-Ralph-Sutton-At-Maybeck,"[<Track '1' 'Honeysuckle Rose'>, <Track '2' 'In A Mist'>, <Track '3' 'Clothes Line Ballet'>, <Track '4' 'In The Dark'>, <Track '5' ""Ain't Misbehavin'"">, <Track '6' 'Echo Of Spring'>, <Track '7' 'Dinah'>, <Track '8' 'Love Lies'>, <Track '9' 'Russian Lullaby'>, <Track '10' 'St. Louis Blues'>, <Track '11' ""The Viper's Drag"">, <Track '12' ""After You've Gone"">]"
107,"('Phineas Newborn Jr', 'Solo Piano')",15618245,Solo Piano,2012,https://www.discogs.com/release/15618245-Phineas-Newborn-Jr-Solo-Piano,"[<Track '1' 'Up There'>, <Track '2' 'Serenade In Blue/Where Is The Love'>, <Track '3' 'LaVern Walk/Willow Weep For Me'>, <Track '4' ""Nica's Dream"">, <Track '5' 'Goodbye/Flamingo'>, <Track '6' 'Live And Love'>, <Track '7' 'One For Horace'>, <Track '8' 'Memphis Blues'>, <Track '9' 'The Midnight Sun Will Never Set'>, <Track '10' 'Out Of This World'>, <Track '11' 'Giant Steps/Everything I Have Is Yours/Where Is This Love（Reprise）'>]"
108,"('Roger Kellaway', 'The Maybeck Recital Series, Vol. 11')",1377965,Live At Maybeck Recital Hall - Volume Eleven,1991,https://www.discogs.com/master/1377965-Roger-Kellaway-Live-At-Maybeck-Recital-Hall-Volume-Eleven,"[<Track '1' 'Introductory Annoncement'>, <Track '2' 'How Deep Is The Ocean'>, <Track '3' ""I'm Still In Love With You"">, <Track '4' 'Love Of My Life'>, <Track '5' 'Close Your Eyes'>, <Track '6' 'New Orleans'>, <Track '7' 'My One And Only Love'>, <Track '8' 'Creole Love Call'>, <Track '9' ""I'm Getting Sentimental Over You"">]"
109,"('Abdullah Ibrahim', 'The Song Is My Story')",847813,The Song Is My Story,2014,https://www.discogs.com/master/847813-Abdullah-Ibrahim-The-Song-Is-My-Story,"[<Track 'A1' 'Celestial Bird Dance'>, <Track 'A2' 'Threshold'>, <Track 'A3' 'Open Door - Within'>, <Track 'A4' 'Unfettered - Muken'>, <Track 'A5' 'Spiral Mist'>, <Track 'A6' 'Just Arrived'>, <Track 'A7' 'Kalahari Pleiades'>, <Track 'B1' 'For Coltrane'>, <Track 'B2' 'Twelve By Twelve'>, <Track 'B3' 'Shadows Lean Against My Song'>, <Track 'B4' 'The Song Is My Story - URA'>, <Track 'B5' 'Marinska'>, <Track 'B6' 'African Dawn'>, <Track 'B7' 'Eclipse At Dawn'>, <Track 'B8' 'Phambili - Looking Ahead'>, <Track 'B9' 'For Coltrane'>, <Track 'B10' 'Children Dance'>]"
110,"('Ray Bryant', 'Alone At Montreux (Live)')",368297,Alone At Montreux,1972,https://www.discogs.com/master/368297-Ray-Bryant-Alone-At-Montreux,"[<Track 'A1' 'Gotta Travel On'>, <Track 'A2a' 'Blues #3'>, <Track 'A2b' 'Willow Weep For Me'>, <Track 'A3' 'Cubano Chant'>, <Track 'A4' ""Rockin' Chair"">, <Track 'A5' 'After Hours'>, <Track 'B1' 'Slow Freight'>, <Track 'B2' 'Greensleeves'>, <Track 'B3' 'Little Suzie'>, <Track 'B4' ""Until It's Time For You To Go"">, <Track 'B5' 'Blues #2'>, <Track 'B6' 'Liebestraum Boogie'>]"
111,"('Michel Petrucciani', 'Promenade With Duke')",837046,Promenade With Duke,0,https://www.discogs.com/master/837046-Michel-Petrucciani-Promenade-With-Duke,"[<Track '1' 'Caravan'>, <Track '2' 'Lush Life'>, <Track '3' 'Take The A Train'>, <Track '4' 'African Flower'>, <Track '5' 'In A Sentimental Mood'>, <Track '6' 'Hidden Joy'>, <Track '7' 'One Night In The Hotel'>, <Track '8' 'Satin Doll'>, <Track '9' 'C-Jam Blues'>]"
